,url,title
104,https://blog.naver.com/sonsooho/222815919415,[손변의 스法] 14화. 국내외 메디컬 체크 분쟁. 삼성 vs...
105,https://blog.naver.com/tmzkdl7856/222803742239,"첼시, 호날두 영입 위해 맨유에 공식 제안... 이적 사가 본격 시작!"
106,https://blog.naver.com/footballtransfernews/222791455418,호날두는 텐 하흐를 좋아하지만 이번 이적시장에서 '야망'을...
107,https://blog.daum.net/b11825/4894269,"금요일의 해외축구 가십 - 레반도프스키, 호날두, 네이마르..."
108,https://blog.naver.com/truble97/222789465505,"[해외축구 소식] 빅 6 런던 구단들 이적설 특집! (아스날, 첼시..."
109,https://blog.naver.com/greatchois/222789735388,수 없다고 전한 맨체스터 유나이티드 + 추가 이적시장 소식
110,https://blog.daum.net/b11825/4894271,"일요일의 해외축구 가십 - 데 리흐트, 호날두, 데 용..."
111,https://blog.naver.com/dakahara80/222802813089,올시즌은 울산현대가 우승할수 있을까?(이적한 선수들)
112,https://blog.naver.com/tmzkdl7856/222816712199,"' 더 리흐트→바이에른... 5년 계약+이적료 1,066억 이상!"
113,https://blog.naver.com/samjoun/222779014569,토트넘 이적시장 이브 비수마 토트넘에 합류해서 감격 토트넘...
114,https://blog.naver.com/tmzkdl7856/222815418209,"바르셀로나, 곧바로 5호 영입 정조준... 타깃은 카니 추쿠에메카!"
115,https://blog.naver.com/tmzkdl7856/222816269787,"[오피셜] 맨유, 리산드로 마르티네스 영입!"
116,https://blog.naver.com/capitalism8282/222806122983,해축갤의 해축팬이라면 축구팀과 기업의 스폰서 계약과...
117,https://blog.naver.com/happyh5577/222799514267,한국에 온다. 쿠팡플레이 티켓 예매 세비야 K리그 축구 일정
118,https://blog.naver.com/tmzkdl7856/222794629799,"""불행 하면 떠날 수 밖에"" 제주스→스털링 이적에 '쿨'한 펩!"
119,https://blog.naver.com/zhzkzhffkrha-/222816825966,바르셀로나 레반도프스키 영입 발표 크리스텐센 하피냐 케시에...
